OriginalWord,PerturbWord,OriginalLabel,Misclassify,LengthOrig,LengthPert,SentimentOrig,SentimentPert,SyllableOrig,SyllablePert,SubjectivityOrig,SubjectivityPert
space,spacecraft,Spam,Yes,5,10,0.0,0.0,1,2,0.0,0.0
separated,parted,Spam,Yes,9,6,0.0,0.0,4,2,0.0,0.0
northwest,northeast,Spam,Yes,9,9,0.0,0.0,2,2,0.0,0.0
country,state,Spam,Yes,7,5,0.0,0.0,2,1,0.0,0.0
during,throughout,Spam,Yes,6,10,0.0,0.0,2,2,0.0,0.0
also,additionally,Spam,Yes,4,12,0.0,0.0,2,5,0.0,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
separate,distinctive,Spam,Yes,8,11,0.0,0.0,3,3,0.0,0.0
called,appealed,Spam,Yes,6,8,0.0,0.0,1,2,0.0,0.0
continent,subcontinent,Spam,Yes,9,12,0.0,0.0,3,4,0.0,0.0
relatively,comparatively,Spam,Yes,10,13,0.0,0.0,4,5,0.0,0.0
small,minimal,Spam,Yes,5,7,-0.25,-0.1,1,3,0.4,0.6
were,became,Spam,Yes,4,6,0.0,0.0,1,2,0.0,0.0
including,comprising,Spam,Yes,9,10,0.0,0.0,3,3,0.0,0.0
properly,adequately,Spam,Yes,8,10,0.0,0.3333333333333333,3,4,0.1,0.3333333333333333
for,onto,Spam,Yes,3,4,0.0,0.0,1,2,0.0,0.0
often,routinely,Spam,Yes,5,9,0.0,0.0,2,3,0.0,0.0
used,utilized,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
in,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
had,were,Spam,Yes,3,4,0.0,0.0,1,1,0.0,0.0
ventured,dared,Spam,Yes,8,5,0.0,0.0,2,1,0.0,0.0
from,for,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
great,large,Spam,Yes,5,5,0.8,0.21428571428571427,1,1,0.75,0.42857142857142855
lands,terres,Spam,Yes,5,6,0.0,0.0,1,2,0.0,0.0
were,was,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
collectively,jointly,Spam,Yes,12,7,0.0,0.0,4,2,0.0,0.0
referred,referenced,Spam,Yes,8,10,0.0,0.0,2,3,0.0,0.0
referred,referenced,Spam,Yes,8,10,0.0,0.0,2,3,0.0,0.0
diverse,heterogeneous,Spam,Yes,7,13,0.0,0.0,2,4,0.0,0.0
collection,compilation,Spam,Yes,10,11,0.0,0.0,3,4,0.0,0.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
even,actually,Spam,Yes,4,8,0.0,0.0,1,4,0.0,0.1
extreme,drastic,Spam,Yes,7,7,-0.125,0.0,2,2,1.0,0.0
ancient,immemorial,Spam,Yes,7,10,0.0,0.0,2,4,0.0,0.0
great,large,Spam,Yes,5,5,0.8,0.21428571428571427,1,1,0.75,0.42857142857142855
ran,slipped,Spam,Yes,3,7,0.0,0.0,1,1,0.0,0.0
was,were,Spam,Yes,3,4,0.0,0.0,1,1,0.0,0.0
once,formerly,Spam,Yes,4,8,0.0,0.0,1,3,0.0,0.0
symmetrical,symmetric,Spam,Yes,11,9,0.0,0.0,4,3,0.0,0.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
time,duration,Spam,Yes,4,8,0.0,0.0,1,3,0.0,0.0
original,originale,Spam,Yes,8,9,0.375,0.0,3,3,0.75,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
existed,occured,Spam,Yes,7,7,0.0,0.0,3,2,0.0,0.0
by,via,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
survived,spared,Spam,Yes,8,6,0.0,0.0,2,1,0.0,0.0
into,toward,Spam,Yes,4,6,0.0,0.0,2,2,0.0,0.0
either,neither,Spam,Yes,6,7,0.0,0.0,2,2,0.0,0.0
went,traveled,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
beyond,throughout,Spam,Yes,6,10,0.0,0.0,2,2,0.0,0.0
though,unless,Spam,Yes,6,6,0.0,0.0,1,2,0.0,0.0
in,at,Spam,Yes,2,2,0.0,0.0,1,1,0.0,0.0
interpreted,construed,Spam,Yes,11,9,0.0,0.0,4,2,0.0,0.0
several,sundry,Spam,Yes,7,6,0.0,0.0,3,1,0.0,0.0
themselves,itself,Spam,Yes,10,6,0.0,0.0,2,2,0.0,0.0
care,welfare,Spam,Yes,4,7,0.0,0.0,1,2,0.0,0.0
with,among,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
products,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
high,big,Spam,No,4,3,0.16,0.0,1,1,0.5399999999999999,0.1
quality,highquality,Spam,No,7,11,0.0,0.0,3,4,0.0,0.0
manufactured,industrialized,Spam,No,12,14,0.0,0.0,4,5,0.0,0.0
leading,overriding,Spam,No,7,10,0.0,0.0,2,3,0.0,0.0
famous,notorious,Spam,No,6,9,0.5,0.0,2,4,1.0,0.0
manufacturers,constructors,Spam,No,13,12,0.0,0.0,5,3,0.0,0.0
quality,capacity,Spam,No,7,8,0.0,0.0,3,4,0.0,0.0
are,remain,Spam,No,3,6,0.0,0.0,1,2,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
is,becomes,Ham,Yes,2,7,0.0,0.0,1,2,0.0,0.0
jerry,jiri,Ham,Yes,5,4,0.0,0.0,2,1,0.0,0.0
toward,about,Spam,Yes,6,5,0.0,0.0,2,1,0.0,0.0
with,from,Spam,Yes,4,4,0.0,0.0,1,1,0.0,0.0
indicates,denotes,Spam,Yes,9,7,0.0,0.0,3,2,0.0,0.0
stinking,smelling,Spam,Yes,8,8,0.0,0.0,2,1,0.0,0.0
boiled,cooked,Spam,Yes,6,6,0.0,0.0,1,1,0.0,0.0
Now,currently,Spam,Yes,3,9,0.0,0.0,1,3,0.0,0.4
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
to,into,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
gets,collects,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
nation,state,Spam,Yes,6,5,0.0,0.0,2,1,0.0,0.0
grand,grandiose,Spam,Yes,5,9,0.5,0.0,1,1,1.0,0.0
from,to,Spam,Yes,4,2,0.0,0.0,1,1,0.0,0.0
contact,communication,Spam,Yes,7,13,0.0,0.0,2,5,0.0,0.0
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
barely,narrowly,Spam,Yes,6,8,0.05,-0.2,2,3,0.1,0.4
player,pianist,Spam,Yes,6,7,0.0,0.0,2,2,0.0,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
corporation,enterprise,Spam,Yes,11,10,0.0,0.0,4,3,0.0,0.0
defined,specified,Spam,Yes,7,9,0.0,0.0,2,3,0.0,0.0
Sometimes,occasionally,Spam,Yes,9,12,0.0,0.0,2,5,0.0,0.125
an,another,Spam,Yes,2,7,0.0,0.0,1,3,0.0,0.0
expensive,costly,Spam,Yes,9,6,-0.5,0.0,3,2,0.7,0.0
corporation,corporacion,Spam,Yes,11,11,0.0,0.0,4,4,0.0,0.0
trades,crafts,Spam,Yes,6,6,0.0,0.0,1,1,0.0,0.0
with,under,Spam,Yes,4,5,0.0,0.0,1,2,0.0,0.0
accelerator,acceleration,Spam,Yes,11,12,0.0,0.0,5,5,0.0,0.0
sandwich,sandwhich,Spam,Yes,8,9,0.0,0.0,2,2,0.0,0.0
load,payload,Spam,Yes,4,7,0.0,0.0,1,2,0.0,0.0
order,injunction,Spam,Yes,5,10,0.0,0.0,2,3,0.0,0.0
lice,headlice,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
cake,cakewalk,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
spirit,soul,Spam,Yes,6,4,0.0,0.0,2,1,0.0,0.0
with,among,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
plays,conducts,Spam,Yes,5,8,0.0,0.0,1,2,0.0,0.0
fruit,fruition,Spam,Yes,5,8,0.0,0.0,1,1,0.0,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
Conclusions,inferences,Spam,Yes,11,10,0.0,0.0,3,3,0.0,0.0
nation,nacion,Spam,Yes,6,6,0.0,0.0,2,2,0.0,0.0
finds,feels,Spam,Yes,5,5,0.0,0.0,1,1,0.0,0.0
Conclusions,findings,Spam,Yes,11,8,0.0,0.0,3,2,0.0,0.0
tries,sues,Spam,Yes,5,4,-0.1,0.0,1,1,0.4,0.0
When,whenever,Spam,Yes,4,8,0.0,0.0,1,3,0.0,0.0
pit,crater,Spam,Yes,3,6,0.0,0.0,1,1,0.0,0.0
magnificent,wonderful,Spam,Yes,11,9,1.0,1.0,4,3,1.0,1.0
defined,delineated,Spam,Yes,7,10,0.0,0.0,2,4,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
freight,payload,Spam,Yes,7,7,0.0,0.0,1,2,0.0,0.0
---,--------,Ham,Yes,3,8,0.0,0.0,0,0,0.0,0.0
and,or,Ham,Yes,3,2,0.0,0.0,1,1,0.0,0.0
security,assurance,Ham,Yes,8,9,0.0,0.0,4,3,0.0,0.0
different,diverse,Ham,Yes,9,7,0.0,0.0,3,2,0.6,0.0
needed,required,Ham,Yes,6,8,0.0,0.0,2,2,0.0,0.0
share,proportion,Ham,Yes,5,10,0.0,0.0,1,3,0.0,0.0
when,whenever,Ham,Yes,4,8,0.0,0.0,1,3,0.0,0.0
using,utilizing,Ham,Yes,5,9,0.0,0.0,2,3,0.0,0.0
security,warranty,Ham,Yes,8,8,0.0,0.0,4,3,0.0,0.0
being,standing,Ham,Yes,5,8,0.0,0.0,2,2,0.0,0.0
is,becomes,Ham,Yes,2,7,0.0,0.0,1,2,0.0,0.0
sent,routed,Ham,Yes,4,6,0.0,0.0,1,2,0.0,0.0
successfully,properly,Ham,Yes,12,8,0.75,0.0,4,3,0.95,0.1
authenticated,certificated,Ham,Yes,13,12,0.0,0.0,5,4,0.0,0.0
client,customer,Ham,Yes,6,8,0.0,0.0,1,2,0.0,0.0
decisions,resolutions,Ham,Yes,9,11,0.0,0.0,3,4,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
with,under,Ham,Yes,4,5,0.0,0.0,1,2,0.0,0.0
security,warranty,Ham,Yes,8,8,0.0,0.0,4,3,0.0,0.0
security,assurance,Ham,Yes,8,9,0.0,0.0,4,3,0.0,0.0
is,becomes,Ham,Yes,2,7,0.0,0.0,1,2,0.0,0.0
returned,reverted,Ham,Yes,8,8,0.0,0.0,2,3,0.0,0.0
or,and,Ham,Yes,2,3,0.0,0.0,1,1,0.0,0.0
bad,defective,Ham,Yes,3,9,-0.6999999999999998,0.0,1,3,0.6666666666666666,0.0
a,another,Ham,Yes,1,7,0.0,0.0,1,3,0.0,0.0
this,these,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
to,from,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
setting,fashioning,Ham,Yes,7,10,0.0,0.0,2,3,0.0,0.0
with,among,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
itself,themselves,Ham,Yes,6,10,0.0,0.0,2,2,0.0,0.0
to,from,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
fixes,rectifications,Ham,Yes,5,14,0.0,0.0,2,5,0.0,0.0
method,manner,Ham,Yes,6,6,0.0,0.0,1,2,0.0,0.0
returning,repatriating,Ham,Yes,9,12,0.0,0.0,3,4,0.0,0.0
find,discover,Ham,Yes,4,8,0.0,0.0,1,3,0.0,0.0
method,manner,Ham,Yes,6,6,0.0,0.0,1,2,0.0,0.0
was,stood,Ham,Yes,3,5,0.0,0.0,1,1,0.0,0.0
type,class,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
---,--------,Ham,Yes,3,8,0.0,0.0,0,0,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
return,refund,Ham,Yes,6,6,0.0,0.0,2,2,0.0,0.0
},],Ham,Yes,1,1,0.0,0.0,0,0,0.0,0.0
99,9900,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
from,with,Ham,Yes,4,4,0.0,0.0,1,1,0.0,0.0
------------------------------------------------------------,-------------------------------------------------,Ham,Yes,60,49,0.0,0.0,0,0,0.0,0.0
too,excessively,Ham,Yes,3,11,0.0,-0.25,1,4,0.0,1.0
for,per,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
email,mail,Ham,Yes,5,4,0.0,0.0,1,1,0.0,0.0
arms,armaments,Spam,Yes,4,9,0.0,0.0,1,3,0.0,0.0
listed,enumerated,Spam,Yes,6,10,0.0,0.0,2,4,0.0,0.0
ceremonial,solemn,Spam,Yes,10,6,0.05,0.0,5,1,0.35,0.0
1,1.0,Spam,Yes,1,3,0.0,0.0,1,1,0.0,0.0
font,origin,Spam,Yes,4,6,0.0,0.0,1,2,0.0,0.0
country,state,Spam,Yes,7,5,0.0,0.0,2,1,0.0,0.0
d,b,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
contact,communication,Spam,Yes,7,13,0.0,0.0,2,5,0.0,0.0
],},Spam,Yes,1,1,0.0,0.0,0,0,0.0,0.0
visited,consulted,Spam,Yes,7,9,0.0,0.0,3,3,0.0,0.0
settled,resolved,Spam,Yes,7,8,0.0,0.0,2,2,0.0,0.0
contract,agreement,Spam,Yes,8,9,0.0,0.0,2,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
------------------------------------------------------------,-------------------------------------------------,Ham,Yes,60,49,0.0,0.0,0,0,0.0,0.0
in,across,Ham,Yes,2,6,0.0,0.0,1,1,0.0,0.0
to,from,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
too,equally,Ham,Yes,3,7,0.0,0.0,1,2,0.0,0.25
for,per,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
email,mail,Ham,Yes,5,4,0.0,0.0,1,1,0.0,0.0
limit,limite,Ham,Yes,5,6,0.0,0.0,2,2,0.0,0.0
us,ourselves,Ham,Yes,2,9,0.0,0.0,1,2,0.0,0.0
any,every,Ham,Yes,3,5,0.0,0.0,1,2,0.0,0.0
addressed,adressed,Ham,Yes,9,8,0.0,0.0,2,1,0.0,0.0
to,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
---------------------------------,-----------------,Ham,Yes,33,17,0.0,0.0,0,0,0.0,0.0
There,here,Ham,Yes,5,4,0.0,0.0,1,1,0.0,0.0
is,becomes,Ham,Yes,2,7,0.0,0.0,1,2,0.0,0.0
sex,sexuality,Ham,Yes,3,9,0.0,0.0,1,5,0.0,0.0
published,advertised,Ham,Yes,9,10,0.0,0.0,2,3,0.0,0.0
reinforces,enhances,Ham,Yes,10,8,0.0,0.0,3,2,0.0,0.0
terrain,field,Ham,Yes,7,5,0.0,0.0,2,1,0.0,0.0
and,nor,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
email,mail,Ham,Yes,5,4,0.0,0.0,1,1,0.0,0.0
instructing,guiding,Ham,Yes,11,7,0.0,0.0,3,2,0.0,0.0
this,these,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
contract,bargain,Ham,Yes,8,7,0.0,0.0,2,2,0.0,0.0
sources,fuentes,Ham,Yes,7,7,0.0,0.0,1,1,0.0,0.0
management,manager,Ham,Yes,10,7,0.0,0.0,3,3,0.0,0.0
into,onto,Ham,Yes,4,4,0.0,0.0,2,2,0.0,0.0
qualified,educated,Ham,Yes,9,8,0.0,0.0,3,4,0.0,0.0
appointees,appointments,Ham,Yes,10,12,0.0,0.0,2,3,0.0,0.0
resources,funds,Ham,Yes,9,5,0.0,0.0,2,1,0.0,0.0
invariably,routinely,Ham,Yes,10,9,0.0,0.0,3,3,0.0,0.0
unions,cooperatives,Ham,Yes,6,12,0.0,0.0,1,5,0.0,0.0
umbrella,sunvisor,Ham,Yes,8,8,0.0,0.0,3,3,0.0,0.0
constitutional,unconstitutional,Ham,Yes,14,16,0.0,0.0,5,6,0.0,0.0
strategy,estrategia,Ham,Yes,8,10,0.0,0.0,3,3,0.0,0.0
reforms,reformations,Ham,Yes,7,12,0.0,0.0,2,4,0.0,0.0
elected,opted,Ham,Yes,7,5,0.0,0.0,2,2,0.0,0.0
In,into,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
urges,incites,Ham,Yes,5,7,0.0,0.0,1,2,0.0,0.0
major,large,Ham,Yes,5,5,0.0625,0.21428571428571427,2,1,0.5,0.42857142857142855
and,nor,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
values,securities,Ham,Yes,6,10,0.0,0.0,2,4,0.0,0.0
and,nor,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
loyalty,devotion,Ham,Yes,7,8,0.0,0.0,3,3,0.0,0.0
of,among,Ham,Yes,2,5,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,Yes,1,2,0.0,0.0,0,0,0.0,0.0
>,>>,Ham,Yes,1,2,0.0,0.0,0,0,0.0,0.0
With,from,Ham,Yes,4,4,0.0,0.0,1,1,0.0,0.0
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
cars,automobiles,Spam,Yes,4,11,0.0,0.0,1,4,0.0,0.0
in,within,Spam,Yes,2,6,0.0,0.0,1,2,0.0,0.0
per,at,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
modern,moderne,Spam,Yes,6,7,0.2,0.0,2,2,0.3,0.0
gasoline,petroleum,Spam,Yes,8,9,0.0,0.0,2,4,0.0,0.0
inventors,innovators,Spam,Yes,9,10,0.0,0.0,3,4,0.0,0.0
inventor,contrivance,Spam,Yes,8,11,0.0,0.0,3,2,0.0,0.0
attain,reach,Spam,Yes,6,5,0.0,0.0,2,1,0.0,0.0
Engine,motor,Spam,Yes,6,5,0.0,0.0,2,2,0.0,0.0
In,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
1806,1807,Spam,Yes,4,4,0.0,0.0,1,1,0.0,0.0
engine,machinery,Spam,Yes,6,9,0.0,0.0,2,3,0.0,0.0
abbreviated,shortened,Spam,Yes,11,9,0.0,0.0,5,2,0.0,0.0
produced,yielded,Spam,Yes,8,7,0.0,0.0,2,2,0.0,0.0
clumsy,cumbersome,Spam,Yes,6,10,-0.3,0.0,2,3,0.4,0.0
were,was,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
his,his/her,Spam,Yes,3,7,0.0,0.0,1,2,0.0,0.0
He,him,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
developed,crafted,Spam,Yes,9,7,0.1,0.0,3,2,0.3,0.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
using,utilizing,Spam,Yes,5,9,0.0,0.0,2,3,0.0,0.0
with,among,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
brakes,rotations,Spam,Yes,6,9,0.0,0.0,1,3,0.0,0.0
patented,franchised,Spam,Yes,8,10,0.0,0.0,2,2,0.0,0.0
copies,exemplars,Spam,Yes,6,9,0.0,0.0,1,3,0.0,0.0
into,onto,Spam,Yes,4,4,0.0,0.0,2,2,0.0,0.0
total,entire,Spam,Yes,5,6,0.0,0.0,2,2,0.75,0.625
hardly,practically,Spam,Yes,6,11,-0.2916666666666667,0.0,2,4,0.5416666666666666,0.0
gas,petroleum,Spam,Yes,3,9,0.0,0.0,1,4,0.0,0.0
on,onto,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
built,constructed,Spam,Yes,5,11,0.0,0.0,1,3,0.0,0.0
installed,seated,Spam,Yes,9,6,0.0,0.0,2,2,0.0,0.0
powerful,potent,Spam,Yes,8,6,0.3,0.5,3,2,1.0,0.5
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
similar,analogous,Spam,Yes,7,9,0.0,0.0,3,3,0.4,0.0
automobile,car,Spam,Yes,10,3,0.0,0.0,4,1,0.0,0.0
unknown,unspecified,Spam,Yes,7,11,-0.1,0.0,2,4,0.6,0.0
experiments,experiences,Spam,Yes,11,11,0.0,0.0,4,4,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
in,onto,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
to,into,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
were,was,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
added,inserted,Spam,Yes,5,8,0.0,0.0,1,3,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
horse,horseback,Spam,Yes,5,9,0.0,0.0,1,2,0.0,0.0
carriage,transportation,Spam,Yes,8,14,0.0,0.0,2,3,0.0,0.0
fitted,mounted,Spam,Yes,6,7,0.0,0.0,2,2,0.0,0.0
his,his/her,Spam,Yes,3,7,0.0,0.0,1,2,0.0,0.0
automobile,motor,Spam,Yes,10,5,0.0,0.0,4,2,0.0,0.0
internal,indoor,Spam,Yes,8,6,0.0,0.0,3,2,0.0,0.0
build,create,Spam,Yes,5,6,0.0,0.0,1,2,0.0,0.0
for,into,Spam,Yes,3,4,0.0,0.0,1,2,0.0,0.0
ruled,sentenced,Spam,Yes,5,9,0.0,0.0,1,2,0.0,0.0
royalties,dues,Spam,Yes,9,4,0.0,0.0,3,1,0.0,0.0
had,was,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
improved,enhanced,Spam,Yes,8,8,0.0,0.0,2,2,0.0,0.0
no,no.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
in,onto,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
1804,1808,Spam,Yes,4,4,0.0,0.0,1,1,0.0,0.0
demonstrated,evidenced,Spam,Yes,12,9,0.0,0.0,3,3,0.0,0.0
5,6,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
automobile,car,Spam,Yes,10,3,0.0,0.0,4,1,0.0,0.0
HERE,currently,Spam,Yes,4,9,0.0,0.0,1,3,0.0,0.4
2000,2000.,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
WHILE,albeit,Spam,Yes,5,6,0.0,0.0,1,2,0.0,0.0
IF,unless,Spam,Yes,2,6,0.0,0.0,1,2,0.0,0.0
complimentary,additional,Spam,Yes,13,10,0.3,0.0,5,4,0.5,0.0
insurance,reinsurance,Spam,Yes,9,11,0.0,0.0,3,3,0.0,0.0
exam,review,Spam,Yes,4,6,0.0,0.0,2,2,0.0,0.0
regnum,romanum,Spam,Yes,6,7,0.0,0.0,2,2,0.0,0.0
ordo,missale,Spam,Yes,4,7,0.0,0.0,2,1,0.0,0.0
familia,famÃ­lia,Spam,Yes,7,8,0.0,0.0,3,1,0.0,0.0
belonging,pertaining,Spam,Yes,9,10,0.0,0.0,3,3,0.0,0.0
known,recognized,Spam,Yes,5,10,0.0,0.0,1,3,0.0,0.0
revered,venerated,Spam,Yes,7,9,0.0,0.0,1,4,0.0,0.0
fruit,fruition,Spam,Yes,5,8,0.0,0.0,1,1,0.0,0.0
unique,unrepeatable,Spam,Yes,6,12,0.375,0.0,1,4,1.0,0.0
from,among,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
in,at,Spam,Yes,2,2,0.0,0.0,1,1,0.0,0.0
fruit,fruition,Spam,Yes,5,8,0.0,0.0,1,1,0.0,0.0
.,.....,Spam,Yes,1,5,0.0,0.0,0,0,0.0,0.0
local,regional,Spam,Yes,5,8,0.0,0.0,2,3,0.0,0.0
6,6:00,Spam,Yes,1,4,0.0,0.0,1,1,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
kilograms,kilogrammes,Spam,Yes,9,11,0.0,0.0,2,2,0.0,0.0
2,2.0,Spam,Yes,1,3,0.0,0.0,1,1,0.0,0.0
complete,exhaustive,Spam,Yes,8,10,0.1,0.0,2,3,0.4,0.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
relatively,rather,Spam,Yes,10,6,0.0,0.0,4,1,0.0,0.0
80,80.0,Spam,Yes,2,4,0.0,0.0,1,1,0.0,0.0
165,1.65,Spam,Yes,3,4,0.0,0.0,1,1,0.0,0.0
ft,ft.,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
10,10:00,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
7,6,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
long.,longer.,Spam,Yes,5,7,-0.05,0.0,1,1,0.4,0.0
together,jointly,Spam,Yes,8,7,0.0,0.0,3,2,0.0,0.0
each,every,Spam,Yes,4,5,0.0,0.0,1,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
5,6,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
6,6:00,Spam,Yes,1,4,0.0,0.0,1,1,0.0,0.0
varies,fluctuates,Spam,Yes,6,10,0.0,0.0,1,3,0.0,0.0
fruit,fruition,Spam,Yes,5,8,0.0,0.0,1,1,0.0,0.0
fruits,results,Spam,Yes,6,7,0.0,0.0,1,2,0.0,0.0
species,especies,Spam,Yes,7,8,0.0,0.0,1,2,0.0,0.0
cultivated,cultured,Spam,Yes,10,8,0.0,0.0,4,2,0.0,0.0
is,becomes,Spam,Yes,2,7,0.0,0.0,1,2,0.0,0.0
regarding,pertaining,Spam,Yes,9,10,0.0,0.0,3,3,0.0,0.0
whether,upon,Spam,Yes,7,4,0.0,0.0,1,2,0.0,0.0
by,via,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
was,stood,Spam,Yes,3,5,0.0,0.0,1,1,0.0,0.0
as,since,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
flowers,blossoms,Spam,Yes,7,8,0.0,0.0,2,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
of,from,Spam,Yes,2,4,0.0,0.0,1,1,0.0,0.0
and,or,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
fruit,fruition,Spam,Yes,5,8,0.0,0.0,1,1,0.0,0.0
done,accomplished,Spam,Yes,4,12,0.0,0.2,1,3,0.0,0.5
consumers,eaters,Spam,Yes,9,6,0.0,0.0,2,1,0.0,0.0
preferences,concessions,Spam,Yes,11,11,0.0,0.0,3,3,0.0,0.0
for,at,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
prices,tariffs,Spam,Yes,6,7,0.0,0.0,1,2,0.0,0.0
also,moreover,Spam,Yes,4,8,0.0,0.0,2,2,0.0,0.0
clones,cloners,Spam,Yes,6,7,0.0,0.0,1,2,0.0,0.0
of,among,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
registered,inscribed,Spam,Yes,10,9,0.0,0.0,3,2,0.0,0.0
done,accomplished,Spam,Yes,4,12,0.0,0.2,1,3,0.0,0.5
compulsory,peremptory,Ham,Yes,10,10,0.0,0.0,4,3,0.0,0.0
license,licence,Ham,Yes,7,7,0.0,0.0,2,2,0.0,0.0
key,vital,Ham,Yes,3,5,0.0,0.1,1,2,1.0,0.4
treatment,therapy,Ham,Yes,9,7,0.0,0.0,2,3,0.0,0.0
options,choices,Ham,Yes,7,7,0.0,0.0,2,2,0.0,0.0
for,per,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
