OriginalWord,PerturbWord,OriginalLabel,Misclassify,LengthOrig,LengthPert,SentimentOrig,SentimentPert,SyllableOrig,SyllablePert,SubjectivityOrig,SubjectivityPert
given,afforded,Ham,No,5,8,0.0,0.0,2,3,0.0,0.0
a,another,Ham,No,1,7,0.0,0.0,1,3,0.0,0.0
or,and,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
mailing,shipping,Ham,No,7,8,0.0,0.0,2,2,0.0,0.0
then,thereafter,Ham,No,4,10,0.0,0.0,1,2,0.0,0.0
with,from,Ham,No,4,4,0.0,0.0,1,1,0.0,0.0
questions,subjects,Ham,No,9,8,0.0,0.0,2,2,0.0,0.0
stuff,contraption,Ham,No,5,11,0.0,0.0,1,3,0.0,0.0
are,exist,Ham,No,3,5,0.0,0.0,1,2,0.0,0.0
finding,discovering,Ham,No,7,11,0.0,0.0,2,4,0.0,0.0
find,seek,Ham,No,4,4,0.0,0.0,1,1,0.0,0.0
any,each,Ham,No,3,4,0.0,0.0,1,1,0.0,0.0
an,another,Ham,No,2,7,0.0,0.0,1,3,0.0,0.0
in,per,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
last,latter,Ham,No,4,6,0.0,0.0,1,2,0.06666666666666667,0.0
on,towards,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
this,these,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
--,;,Ham,No,2,1,0.0,0.0,0,0,0.0,0.0
find,discover,Spam,No,4,8,0.0,0.0,1,3,0.0,0.0
meds,medicaments,Spam,No,4,11,0.0,0.0,1,2,0.0,0.0
at,in,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
doctors,medics,Spam,No,7,6,0.0,0.0,2,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
Then,thereafter,Spam,No,4,10,0.0,0.0,1,2,0.0,0.0
delivery,implementation,Spam,No,8,14,0.0,0.0,3,5,0.0,0.0
secure,sure,Spam,No,6,4,0.4,0.5,2,1,0.6,0.8888888888888888
2007,2007.,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
02,03,Ham,Yes,2,2,0.0,0.0,1,1,0.0,0.0
discussion,deliberation,Ham,Yes,10,12,0.0,0.0,3,5,0.0,0.0
>,>>,Ham,Yes,1,2,0.0,0.0,0,0,0.0,0.0
you,y,Ham,Yes,3,1,0.0,0.0,1,1,0.0,0.0
incredible,unthinkable,Spam,No,10,11,0.9,-0.05,4,3,0.9,0.8
at,under,Spam,No,2,5,0.0,0.0,1,2,0.0,0.0
realistic,realist,Spam,No,9,7,0.16666666666666666,0.0,4,3,0.3333333333333333,0.0
amazing,astounding,Spam,No,7,10,0.6000000000000001,0.6,2,3,0.9,1.0
an,another,Spam,No,2,7,0.0,0.0,1,3,0.0,0.0
noble,worthy,Spam,No,5,6,0.6,0.3333333333333333,2,2,0.9,1.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
on,onto,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
in,onto,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
no,no.,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
casino,lottery,Spam,No,6,7,0.0,0.0,2,2,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
you,y,Spam,No,3,1,0.0,0.0,1,1,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
!!!,!!,Spam,No,3,2,0.0,0.0,0,0,0.0,0.0
models,templates,Spam,Yes,6,9,0.0,0.0,2,2,0.0,0.0
watches,wristwatches,Spam,Yes,7,12,0.0,0.0,2,3,0.0,0.0
from,of,Spam,Yes,4,2,0.0,0.0,1,1,0.0,0.0
02,02:00,Spam,Yes,2,5,0.0,0.0,1,1,0.0,0.0
2007,2007.,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
here,nowadays,Spam,Yes,4,8,0.0,0.0,1,2,0.0,0.0
few,rare,Spam,Yes,3,4,-0.2,0.3,1,1,0.1,0.9
$,â‚¬,Spam,Yes,1,3,0.0,0.0,0,1,0.0,0.0
199,198,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
watches,wristwatches,Spam,Yes,7,12,0.0,0.0,2,3,0.0,0.0
anything,none,Spam,Yes,8,4,0.0,0.0,2,1,0.0,0.0
_______________________________________________,________________________________,Spam,Yes,47,32,0.0,0.0,0,0,0.0,0.0
worked,functioned,Spam,Yes,6,10,0.0,0.0,1,2,0.0,0.0
from,against,Spam,Yes,4,7,0.0,0.0,1,1,0.0,0.0
revolution,rebellion,Spam,Yes,10,9,0.0,0.0,4,3,0.0,0.0
sizes,formats,Spam,Yes,5,7,0.0,0.0,1,2,0.0,0.0
increase,broaden,Spam,Yes,8,7,0.0,0.0,2,2,0.0,0.0
or,nor,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
2,2.0,Spam,Yes,1,3,0.0,0.0,1,1,0.0,0.0
extra,supplementary,Spam,Yes,5,13,0.0,0.0,2,4,0.1,0.0
orgasms,dildos,Spam,Yes,7,6,0.0,0.0,2,2,0.0,0.0
parameters,parametres,Ham,Yes,10,10,0.0,0.0,4,2,0.0,0.0
subroutine,subprogram,Ham,Yes,10,10,0.0,0.0,3,3,0.0,0.0
print,printer,Ham,Yes,5,7,0.0,0.0,1,2,0.0,0.0
--,;,Ham,Yes,2,1,0.0,0.0,0,0,0.0,0.0
store,shop,Ham,Yes,5,4,0.0,0.0,1,1,0.0,0.0
print,printer,Ham,Yes,5,7,0.0,0.0,1,2,0.0,0.0
it,y,Ham,Yes,2,1,0.0,0.0,1,1,0.0,0.0
--,;,Ham,Yes,2,1,0.0,0.0,0,0,0.0,0.0
valued,prized,Spam,No,6,6,0.0,0.0,2,1,0.0,0.0
to,into,Spam,No,2,4,0.0,0.0,1,2,0.0,0.0
purchasing,acquiring,Spam,No,10,9,0.0,0.0,3,3,0.0,0.0
pharmaceutical,pharmacist,Spam,No,14,10,0.0,0.0,5,3,0.0,0.0
ducts,conduits,Spam,No,5,8,0.0,0.0,1,2,0.0,0.0
drugs,medicaments,Spam,No,5,11,0.0,0.0,1,2,0.0,0.0
information,message,Spam,No,11,7,0.0,0.0,4,2,0.0,0.0
proud,prideful,Spam,No,5,8,0.8,0.0,1,2,1.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
prompt,swift,Spam,No,6,5,0.0,0.0,1,1,0.0,0.0
service,branch,Spam,No,7,6,0.0,0.0,2,1,0.0,0.0
safe,sure,Spam,No,4,4,0.5,0.5,1,1,0.5,0.8888888888888888
Sincerely,honestly,Spam,No,9,8,0.5,0.6,3,3,0.5,0.9
Would,must,Spam,No,5,4,0.0,0.0,1,1,0.0,0.0
current,topical,Spam,No,7,7,0.0,0.0,2,3,0.4,0.05
mortgage,morgage,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
4,4.,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
approval,ratification,Spam,No,8,12,0.0,0.0,2,5,0.0,0.0
is,becomes,Spam,No,2,7,0.0,0.0,1,2,0.0,0.0
impotence,impotency,Spam,No,9,9,0.0,0.0,3,4,0.0,0.0
affects,touches,Spam,No,7,7,0.0,0.0,2,2,0.0,0.0
140,141,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
million,billion,Spam,No,7,7,0.0,0.0,2,2,0.0,0.0
men,boys,Spam,No,3,4,0.0,0.0,1,1,0.0,0.0
impotence,impotency,Spam,No,9,9,0.0,0.0,3,4,0.0,0.0
physical,corporal,Spam,No,8,8,0.0,0.0,3,3,0.14285714285714285,0.0
causes,generates,Spam,No,6,9,0.0,0.0,2,3,0.0,0.0
of,in,Spam,No,2,2,0.0,0.0,1,1,0.0,0.0
causes,generates,Spam,No,6,9,0.0,0.0,2,3,0.0,0.0
At,within,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
no,no.,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
here,there,Spam,No,4,5,0.0,0.0,1,1,0.0,0.0
of,among,Spam,No,2,5,0.0,0.0,1,1,0.0,0.0
absolutely,altogether,Spam,No,10,10,0.2,0.0,4,4,0.9,0.0
produce,yield,Spam,No,7,5,0.0,0.0,2,1,0.0,0.0
what,whatever,Spam,No,4,8,0.0,0.0,1,3,0.0,0.0
people,humans,Spam,No,6,6,0.0,0.0,2,2,0.0,0.0
impressed,astounded,Spam,No,9,9,1.0,0.0,2,3,1.0,0.0
how,why,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
quick,fast,Spam,No,5,4,0.3333333333333333,0.2,1,1,0.5,0.6
product,produto,Spam,No,7,7,0.0,0.0,2,3,0.0,0.0
affected,influenced,Spam,No,8,10,0.0,0.0,3,3,0.0,0.0
on,for,Spam,No,2,3,0.0,0.0,1,1,0.0,0.0
excited,psyched,Spam,No,7,7,0.375,0.0,3,1,0.75,0.0
having,adopting,Spam,No,6,8,0.0,0.0,2,2,0.0,0.0
and,or,Spam,No,3,2,0.0,0.0,1,1,0.0,0.0
gratuitous,unwarranted,Spam,No,10,11,-0.5,0.0,3,4,0.8333333333333334,0.0
received,greeted,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
was,came,Spam,No,3,4,0.0,0.0,1,1,0.0,0.0
I,me,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
report,relation,Spam,No,6,8,0.0,0.0,2,3,0.0,0.0
satisfied,persuaded,Spam,No,9,9,0.5,0.0,3,3,1.0,0.0
with,under,Spam,No,4,5,0.0,0.0,1,2,0.0,0.0
outcomes,outputs,Spam,No,8,7,0.0,0.0,2,2,0.0,0.0
got,did,Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
7,seven,Spam,No,1,5,0.0,0.0,1,2,0.0,0.0
requesting,wondering,Spam,No,10,9,0.0,0.0,3,3,0.0,0.0
at,during,Spam,No,2,6,0.0,0.0,1,2,0.0,0.0
wonderful,wondrous,Spam,No,9,8,1.0,0.0,3,2,1.0,0.0
product,output,Spam,No,7,6,0.0,0.0,2,2,0.0,0.0
subroutine,subprogram,Ham,No,10,10,0.0,0.0,3,3,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
{,={,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
print,printer,Ham,No,5,7,0.0,0.0,1,2,0.0,0.0
printing,feeling,Ham,No,8,7,0.0,0.0,2,2,0.0,0.0
3,2,Ham,No,1,1,0.0,0.0,1,1,0.0,0.0
.,.....,Ham,No,1,5,0.0,0.0,0,0,0.0,0.0
going,goin,Ham,No,5,4,0.0,0.0,2,1,0.0,0.0
until,till,Ham,No,5,4,0.0,0.0,2,1,0.0,0.0
know,know.,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
exactly,abundantly,Ham,No,7,10,0.25,0.6,3,3,0.25,0.95
you,y,Ham,No,3,1,0.0,0.0,1,1,0.0,0.0
worry,fear,Ham,No,5,4,0.0,0.0,2,1,0.0,0.0
about,around,Ham,No,5,6,0.0,0.0,1,1,0.0,0.0
most,largest,Ham,No,4,7,0.5,0.0,1,1,0.5,0.0
people,citizens,Ham,No,6,8,0.0,0.0,2,3,0.0,0.0
would,ought,Ham,No,5,5,0.0,0.0,1,1,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
Oriented,guided,Ham,No,8,6,0.0,0.0,3,2,0.0,0.0
are,'re,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
calling,contacting,Ham,No,7,10,0.0,0.0,2,3,0.0,0.0
it,him,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
than,after,Ham,No,4,5,0.0,0.0,1,2,0.0,0.0
you,y,Ham,No,3,1,0.0,0.0,1,1,0.0,0.0
going,goin,Ham,No,5,4,0.0,0.0,2,1,0.0,0.0
prototypes,renderings,Ham,No,10,10,0.0,0.0,3,3,0.0,0.0
are,'re,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
ignored,forgotten,Ham,No,7,9,0.0,0.0,2,3,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
puts,brings,Ham,No,4,6,0.0,0.0,1,1,0.0,0.0
array,range,Ham,No,5,5,0.0,0.0,2,1,0.0,0.0
in,onto,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
it,y,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
returns,profits,Ham,No,7,7,0.0,0.0,2,2,0.0,0.0
number,volume,Ham,No,6,6,0.0,0.0,2,2,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
elements,ingredients,Ham,No,8,11,0.0,0.0,3,4,0.0,0.0
If,whether,Ham,No,2,7,0.0,0.0,1,1,0.0,0.0
are,exist,Ham,No,3,5,0.0,0.0,1,2,0.0,0.0
likely,probable,Ham,No,6,8,0.0,0.0,2,3,1.0,0.0
incredibly,unbelievably,Ham,No,10,12,0.9,-0.25,4,4,0.9,1.0
important,sizable,Ham,No,9,7,0.4,0.0,3,2,1.0,0.0
in,throughout,Ham,No,2,10,0.0,0.0,1,2,0.0,0.0
you,y,Ham,No,3,1,0.0,0.0,1,1,0.0,0.0
must,shall,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
always,continually,Ham,No,6,11,0.0,0.0,2,5,0.0,0.0
be,happen,Ham,No,2,6,0.0,0.0,1,2,0.0,0.0
enter,penetrate,Spam,Yes,5,9,0.0,0.0,2,3,0.0,0.0
address,resolve,Spam,Yes,7,7,0.0,0.0,2,2,0.0,0.0
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
media,mediums,Ham,No,5,7,0.0,0.0,2,2,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
created,established,Ham,No,7,11,0.0,0.0,3,3,0.0,0.0
designed,conceived,Ham,No,8,9,0.0,0.0,2,2,0.0,0.0
to,into,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
replace,relace,Ham,No,7,6,0.0,0.0,2,1,0.0,0.0
of,among,Ham,No,2,5,0.0,0.0,1,1,0.0,0.0
Buying,purchasing,Ham,No,6,10,0.0,0.0,2,3,0.0,0.0
With,from,Ham,No,4,4,0.0,0.0,1,1,0.0,0.0
current,present,Ham,No,7,7,0.0,0.0,2,1,0.4,0.0
peer-to-peer,point-to-point,Ham,No,12,14,0.0,0.0,2,3,0.0,0.0
is,becomes,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
I,me,Ham,No,1,2,0.0,0.0,1,1,0.0,0.0
with,among,Ham,No,4,5,0.0,0.0,1,1,0.0,0.0
also,additionally,Ham,No,4,12,0.0,0.0,2,5,0.0,0.0
an,another,Ham,No,2,7,0.0,0.0,1,3,0.0,0.0
cultural,multicultural,Ham,No,8,13,0.1,0.0,3,5,0.1,0.0
itself,oneself,Ham,No,6,7,0.0,0.0,2,2,0.0,0.0
of,among,Ham,No,2,5,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
artists,artistes,Ham,No,7,8,0.0,0.0,1,1,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
creation,creativity,Ham,No,8,10,0.0,0.0,2,4,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
higher,greater,Ham,No,6,7,0.25,0.5,2,1,0.5,0.5
for,towards,Ham,No,3,7,0.0,0.0,1,2,0.0,0.0
and,nor,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
it,y,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
of,among,Ham,No,2,5,0.0,0.0,1,1,0.0,0.0
revenue,income,Ham,No,7,6,0.0,0.0,2,2,0.0,0.0
on,towards,Ham,No,2,7,0.0,0.0,1,2,0.0,0.0
it,y,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
allows,lets,Ham,No,6,4,0.0,0.0,2,1,0.0,0.0
fans,admirers,Ham,No,4,8,0.0,0.0,1,3,0.0,0.0
I,me,Ham,No,1,2,0.0,0.0,1,1,0.0,0.0
often,frequently,Ham,No,5,10,0.0,0.1,2,3,0.0,0.3
now,here,Ham,No,3,4,0.0,0.0,1,1,0.0,0.0
piracy,hacker,Ham,No,6,6,0.0,0.0,2,2,0.0,0.0
revenue,income,Ham,No,7,6,0.0,0.0,2,2,0.0,0.0
as,for,Ham,No,2,3,0.0,0.0,1,1,0.0,0.0
it,y,Ham,No,2,1,0.0,0.0,1,1,0.0,0.0
many,numerous,Ham,No,4,8,0.5,0.0,1,3,0.5,0.5
effects,implications,Ham,No,7,12,0.0,0.0,2,4,0.0,0.0
inserted,incorporated,Ham,No,8,12,0.0,0.0,3,5,0.0,0.0
fans,admirers,Ham,No,4,8,0.0,0.0,1,3,0.0,0.0
creation,creativity,Ham,No,8,10,0.0,0.0,2,4,0.0,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
So,then,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
used,utilised,Ham,No,4,8,0.0,0.0,1,1,0.0,0.0
failed,faulted,Ham,No,6,7,-0.5,0.0,1,2,0.3,0.0
to,into,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
in,at,Ham,No,2,2,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,No,1,2,0.0,0.0,0,0,0.0,0.0
I,me,Ham,No,1,2,0.0,0.0,1,1,0.0,0.0
obtained,earned,Ham,No,8,6,0.0,0.0,2,1,0.0,0.0
in,throughout,Ham,No,2,10,0.0,0.0,1,2,0.0,0.0
frequency,incidence,Ham,No,9,9,0.0,0.0,3,3,0.0,0.0
has,is,Ham,No,3,2,0.0,0.0,1,1,0.0,0.0
to,into,Ham,No,2,4,0.0,0.0,1,2,0.0,0.0
entire,comprehensive,Ham,No,6,13,0.0,0.0,2,4,0.625,0.0
for,per,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
estimation,assessment,Ham,No,10,10,0.0,0.0,4,3,0.0,0.0
of,from,Ham,No,2,4,0.0,0.0,1,1,0.0,0.0
and,nor,Ham,No,3,3,0.0,0.0,1,1,0.0,0.0
local,regional,Ham,No,5,8,0.0,0.0,2,3,0.0,0.0
level,scale,Ham,No,5,5,0.0,0.0,2,1,0.0,0.0
components,elements,Ham,No,10,8,0.0,0.0,3,3,0.0,0.0
of,among,Ham,No,2,5,0.0,0.0,1,1,0.0,0.0
you,y,Ham,No,3,1,0.0,0.0,1,1,0.0,0.0
.,.....,Ham,No,1,5,0.0,0.0,0,0,0.0,0.0
3,3.,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
2007,2003,Spam,No,4,4,0.0,0.0,1,1,0.0,0.0
3,3.,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
4.0,"4,0",Spam,No,3,3,0.0,0.0,1,1,0.0,0.0
2,2.,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
1,01,Spam,No,1,2,0.0,0.0,1,1,0.0,0.0
3,4,Spam,No,1,1,0.0,0.0,1,1,0.0,0.0
detected,spotted,Spam,Yes,8,7,0.0,0.0,3,2,0.0,0.0
and,nor,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
effective,ineffective,Spam,Yes,9,11,0.6,0.0,3,4,0.8,0.0
in,at,Spam,Yes,2,2,0.0,0.0,1,1,0.0,0.0
joy,cheerfulness,Spam,Yes,3,12,0.8,0.0,1,3,0.2,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
pediatrician,paediatrician,Spam,Yes,12,13,0.0,0.0,5,5,0.0,0.0
partner,colleague,Spam,Yes,7,9,0.0,0.0,2,2,0.0,0.0
can,ca,Spam,Yes,3,2,0.0,0.0,1,1,0.0,0.0
till,until,Spam,Yes,4,5,0.0,0.0,1,2,0.0,0.0
25,2500,Spam,Yes,2,4,0.0,0.0,1,1,0.0,0.0
2,1,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
3,3.0,Spam,Yes,1,3,0.0,0.0,1,1,0.0,0.0
488,489,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
500,500.00,Spam,Yes,3,6,0.0,0.0,1,1,0.0,0.0
2,2.,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
OF,for,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
3,4,Spam,Yes,1,1,0.0,0.0,1,1,0.0,0.0
6,6:00,Spam,Yes,1,4,0.0,0.0,1,1,0.0,0.0
2,2.,Spam,Yes,1,2,0.0,0.0,1,1,0.0,0.0
2007,2007.,Spam,Yes,4,5,0.0,0.0,1,1,0.0,0.0
quality,highquality,Spam,Yes,7,11,0.0,0.0,3,4,0.0,0.0
replica,rebuttal,Spam,Yes,7,8,0.0,0.0,2,3,0.0,0.0
watches,wristwatches,Spam,Yes,7,12,0.0,0.0,2,3,0.0,0.0
offered,provided,Spam,Yes,7,8,0.0,0.0,2,3,0.0,0.0
at,under,Spam,Yes,2,5,0.0,0.0,1,2,0.0,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
famous,notorious,Spam,Yes,6,9,0.5,0.0,2,4,1.0,0.0
brand,trademark,Spam,Yes,5,9,0.0,0.0,1,2,0.0,0.0
featuring,starring,Spam,Yes,9,8,0.0,0.0,3,2,0.0,0.0
exactly,precisely,Spam,Yes,7,9,0.25,0.4,3,3,0.25,0.8
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
at,under,Spam,Yes,2,5,0.0,0.0,1,2,0.0,0.0
into,at,Spam,Yes,4,2,0.0,0.0,2,1,0.0,0.0
countless,myriad,Spam,Yes,9,6,0.0,0.0,2,3,0.5,0.0
other,additional,Spam,Yes,5,10,-0.125,0.0,2,4,0.375,0.0
wall,wail,Spam,Yes,4,4,0.0,0.0,1,1,0.0,0.0
clumsy,cumbersome,Spam,Yes,6,10,-0.3,0.0,2,3,0.4,0.0
paralyzed,stalled,Spam,Yes,9,7,0.0,0.0,3,1,0.0,0.0
tired,fatigued,Spam,Yes,5,8,-0.4,0.0,1,2,0.7,0.0
ancient,immemorial,Spam,Yes,7,10,0.0,0.0,2,4,0.0,0.0
to,into,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
solitary,unilateral,Spam,Yes,8,10,0.0,-0.5,2,4,0.0,0.7
sentenced,condemned,Spam,Yes,9,9,0.0,0.0,2,2,0.0,0.0
a,another,Spam,Yes,1,7,0.0,0.0,1,3,0.0,0.0
fight,struggle,Spam,Yes,5,8,0.0,0.0,1,2,0.0,0.0
traffic,transportation,Spam,Yes,7,14,0.0,0.0,2,3,0.0,0.0
me.,you.,Spam,Yes,3,4,0.0,0.0,1,1,0.0,0.0
if,unless,Spam,Yes,2,6,0.0,0.0,1,2,0.0,0.0
in,at,Spam,Yes,2,2,0.0,0.0,1,1,0.0,0.0
on,onto,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
of,for,Spam,Yes,2,3,0.0,0.0,1,1,0.0,0.0
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
return,retour,Spam,Yes,6,6,0.0,0.0,2,2,0.0,0.0
to,into,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
of,from,Spam,Yes,2,4,0.0,0.0,1,1,0.0,0.0
each,any,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
scheme,regime,Spam,Yes,6,6,0.0,0.0,1,1,0.0,0.0
many,numerous,Spam,Yes,4,8,0.5,0.0,1,3,0.5,0.5
people,personnes,Spam,Yes,6,9,0.0,0.0,2,3,0.0,0.0
on,onto,Spam,Yes,2,4,0.0,0.0,1,2,0.0,0.0
searched,scoured,Spam,Yes,8,7,0.0,0.0,1,1,0.0,0.0
subjects,topics,Spam,Yes,8,6,0.0,0.0,2,2,0.0,0.0
.,.....,Spam,Yes,1,5,0.0,0.0,0,0,0.0,0.0
691,199,Spam,Yes,3,3,0.0,0.0,1,1,0.0,0.0
.,.....,Spam,Yes,1,5,0.0,0.0,0,0,0.0,0.0
pants,trousers,Spam,Yes,5,8,0.0,0.0,1,1,0.0,0.0
here,currently,Spam,Yes,4,9,0.0,0.0,1,3,0.0,0.4
from,for,Spam,Yes,4,3,0.0,0.0,1,1,0.0,0.0
you,doyou,Spam,Yes,3,5,0.0,0.0,1,2,0.0,0.0
If,although,Spam,Yes,2,8,0.0,0.0,1,2,0.0,0.0
anything,something,Spam,Yes,8,9,0.0,0.0,2,2,0.0,0.0
you,y,Spam,Yes,3,1,0.0,0.0,1,1,0.0,0.0
ok,okay,Spam,Yes,2,4,0.5,0.5,1,1,0.5,0.5
Towns,cities,Ham,Yes,5,6,0.0,0.0,1,1,0.0,0.0
>,>>,Ham,Yes,1,2,0.0,0.0,0,0,0.0,0.0
referenced,outlined,Ham,Yes,10,8,0.0,0.0,3,2,0.0,0.0
clause,regulation,Ham,Yes,6,10,0.0,0.0,1,4,0.0,0.0
in,onto,Ham,Yes,2,4,0.0,0.0,1,2,0.0,0.0
1.,1,Ham,Yes,2,1,0.0,0.0,1,1,0.0,0.0
clauses,stipulations,Ham,Yes,7,12,0.0,0.0,2,4,0.0,0.0
commonly,usually,Ham,Yes,8,7,-0.3,-0.25,3,3,0.5,0.25
opinions,advisories,Ham,Yes,8,10,0.0,0.0,2,3,0.0,0.0
or,nor,Ham,Yes,2,3,0.0,0.0,1,1,0.0,0.0
and,nor,Ham,Yes,3,3,0.0,0.0,1,1,0.0,0.0
posting,displaying,Ham,Yes,7,10,0.0,0.0,2,3,0.0,0.0
>,>>,Ham,Yes,1,2,0.0,0.0,0,0,0.0,0.0
definetly,definately,Ham,Yes,9,10,0.0,0.0,3,4,0.0,0.0
from,among,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
--,;,Ham,Yes,2,1,0.0,0.0,0,0,0.0,0.0
creator,designer,Ham,Yes,7,8,0.0,0.0,2,3,0.0,0.0
--,;,Ham,Yes,2,1,0.0,0.0,0,0,0.0,0.0
02,0200,Ham,Yes,2,4,0.0,0.0,1,1,0.0,0.0
sudden,sharp,Ham,Yes,6,5,0.0,-0.125,2,1,0.5,0.75
ideas,insights,Ham,Yes,5,8,0.0,0.0,1,2,0.0,0.0
from,among,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
lame,limp,Ham,Yes,4,4,-0.5,-0.2,1,1,0.75,0.5
looked,examined,Ham,Yes,6,8,0.0,0.0,1,3,0.0,0.0
initiatives,endeavors,Ham,Yes,11,9,0.0,0.0,3,3,0.0,0.0
topic,sujet,Ham,Yes,5,5,0.0,0.0,2,2,0.0,0.0
spent,disbursed,Ham,Yes,5,9,-0.1,0.0,1,2,0.1,0.0
--,;,Ham,Yes,2,1,0.0,0.0,0,0,0.0,0.0
three-day,five-day,Ham,Yes,9,8,0.0,0.0,2,2,0.0,0.0
push,nudge,Ham,Yes,4,5,0.0,0.0,1,1,0.0,0.0
immigration,emigration,Ham,Yes,11,10,0.0,0.0,4,4,0.0,0.0
tests,exams,Ham,Yes,5,5,0.0,0.0,1,2,0.0,0.0
advocacy,publicity,Ham,Yes,8,9,0.0,0.0,4,4,0.0,0.0
immigration,emigration,Ham,Yes,11,10,0.0,0.0,4,4,0.0,0.0
determined,defined,Ham,Yes,10,7,0.0,0.0,3,2,0.0,0.0
binding,linking,Ham,Yes,7,7,0.0,0.0,2,2,0.0,0.0
cuts,cutbacks,Ham,Yes,4,8,0.0,0.0,1,2,0.0,0.0
